BCA,BCA(Analytics),"BSC(PMCS),",BSC(PME),BBA,BBA(Aviation),Bcom,Bcom(Finance),Bcom(Tourism),BA in English,BA in Sociology,BA in Economics
99,0,60,60,100,70,100,70,69,70,70,70
